"genes"	"modules"
"PHF5CP"	"M2"
"PHF5GP"	"M2"
"PHGDH"	"M9"
"PHIP"	"M1"
"PHKA1P1"	"M10"
"PHKG1"	"M17"
"PHLDA1"	"M9"
"PHLDA2"	"M19"
"PHLDA3"	"M13"
"PHLDB1"	"M5"
"PHLDB2"	"M1"
"PHLDB3"	"M18"
"PHLPP1"	"M10"
"PHOSPHO1"	"M20"
"PHOSPHO2"	"M7"
"PHOX2A"	"M31"
"PHOX2B"	"M31"
"PHOX2B-AS1"	"M31"
"PHPT1"	"M14"
"PHRF1"	"M18"
"PHTF2"	"M7"
"PHYH"	"M1"
"PHYHD1"	"M23"
"PHYHIP"	"M1"
"PHYHIPL"	"M1"
"PHYKPL"	"M12"
"PI15"	"M1"
"PI16"	"M1"
"PI4K2B"	"M7"
"PI4KA"	"M18"
"PI4KAP1"	"M5"
"PI4KAP2"	"M12"
"PI4KB"	"M6"
"PIANP"	"M10"
"PIAS1"	"M3"
"PIAS3"	"M1"
"PIAS4"	"M10"
"PIBF1"	"M8"
"PICALM"	"M2"
"PICART1"	"M1"
"PID1"	"M21"
"PIDD1"	"M5"
"PIEZO1"	"M26"
"PIEZO2"	"M31"
"PIF1"	"M9"
"PIFO"	"M33"
"PIGAP1"	"M1"
"PIGBOS1"	"M3"
"PIGF"	"M10"
"PIGFP1"	"M6"
"PIGK"	"M12"
"PIGN"	"M7"
"PIGO"	"M15"
"PIGP"	"M1"
"PIGQ"	"M5"
"PIGR"	"M1"
"PIGT"	"M22"
"PIGU"	"M6"
"PIGUP1"	"M1"
"PIGV"	"M3"
"PIGW"	"M3"
"PIGZ"	"M1"
"PIH1D1"	"M4"
"PIH1D2"	"M1"
"PIK3AP1"	"M20"
"PIK3C2B"	"M1"
"PIK3C2G"	"M20"
"PIK3CA"	"M8"
"PIK3CB"	"M3"
"PIK3CD"	"M3"
"PIK3CG"	"M1"
"PIK3IP1"	"M4"
"PIK3R1"	"M23"
"PIK3R2"	"M6"
"PIK3R3"	"M1"
"PIK3R5"	"M1"
"PIK3R6"	"M7"
"PILRA"	"M7"
"PILRB"	"M8"
"PIM1"	"M4"
"PIM3"	"M5"
"PIMREG"	"M9"
"PIN1"	"M14"
"PIN1P1"	"M1"
"PINK1"	"M13"
"PINK1-AS"	"M2"
"PINLYP"	"M1"
"PIP4K2A"	"M2"
"PIP4K2B"	"M6"
"PIP4K2C"	"M2"
"PIP4P1"	"M6"
"PIP4P2"	"M1"
"PIP5K1B"	"M1"
"PIP5K1C"	"M10"
"PIP5KL1"	"M11"
"PIPSL"	"M3"
"PIRT"	"M1"
"PISD"	"M5"
"PITHD1"	"M13"
"PITPNA"	"M22"
"PITPNA-AS1"	"M12"
"PITPNC1"	"M11"
"PITPNM1"	"M25"
"PITPNM2"	"M8"
"PITPNM3"	"M1"
"PITRM1-AS1"	"M4"
"PITX1"	"M4"
"PITX2"	"M1"
"PIWIL1"	"M1"
"PIWIL2"	"M2"
"PIWIL3"	"M3"
"PIWIL4"	"M1"
"PJA2"	"M12"
"PJVK"	"M3"
"PKD1"	"M18"
"PKD1L1"	"M1"
"PKD1L2"	"M8"
"PKD1L3"	"M1"
"PKD1P1"	"M5"
"PKD1P2"	"M2"
"PKD1P3"	"M18"
"PKD1P4"	"M5"
"PKD1P5"	"M3"
"PKD1P6"	"M5"
"PKD2L1"	"M1"
"PKD2L2"	"M24"
"PKDCC"	"M15"
"PKHD1"	"M1"
"PKHD1L1"	"M9"
"PKIA"	"M16"
"PKIA-AS1"	"M5"
"PKIB"	"M1"
"PKM"	"M29"
"PKMYT1"	"M9"
"PKN1"	"M5"
"PKN2-AS1"	"M2"
"PKN3"	"M9"
"PKNOX2"	"M1"
"PKP1"	"M1"
"PKP2"	"M3"
"PKP3"	"M19"
"PKP4"	"M2"
"PLA2G10"	"M2"
"PLA2G12A"	"M11"
"PLA2G12AP1"	"M1"
"PLA2G15"	"M2"
"PLA2G2A"	"M19"
"PLA2G2C"	"M1"
"PLA2G2D"	"M2"
"PLA2G3"	"M1"
"PLA2G4A"	"M1"
"PLA2G4B"	"M10"
"PLA2G4C"	"M1"
"PLA2G4C-AS1"	"M6"
"PLA2G4D"	"M24"
"PLA2G4E"	"M2"
"PLA2G4E-AS1"	"M5"
"PLA2G4F"	"M2"
"PLA2G5"	"M1"
"PLA2G6"	"M11"
"PLA2G7"	"M3"
"PLA2R1"	"M1"
"PLAAT1"	"M9"
"PLAAT3"	"M2"
"PLAAT4"	"M30"
"PLAAT5"	"M1"
"PLAC4"	"M19"
"PLAC8"	"M19"
"PLAC8L1"	"M2"
"PLAC9"	"M3"
"PLAG1"	"M9"
"PLAGL1"	"M1"
"PLAGL2"	"M18"
"PLAT"	"M9"
"PLAU"	"M26"
"PLAUR"	"M1"
"PLB1"	"M1"
"PLBD1"	"M19"
"PLBD2"	"M12"
"PLCB1"	"M1"
"PLCB1-IT1"	"M1"
"PLCB2"	"M15"
"PLCB3"	"M9"
"PLCB4"	"M1"
"PLCD1"	"M9"
"PLCD3"	"M2"
"PLCD4"	"M1"
"PLCE1"	"M1"
"PLCG1"	"M11"
"PLCG1-AS1"	"M1"
"PLCG2"	"M1"
"PLCH1"	"M1"
"PLCH2"	"M13"
"PLCL1"	"M2"
"PLCL2"	"M1"
"PLCXD2"	"M7"
"PLCXD3"	"M1"
"PLCZ1"	"M1"
"PLD1"	"M1"
"PLD2"	"M1"
"PLD3"	"M15"
"PLD4"	"M3"
"PLD5"	"M1"
"PLD6"	"M13"
"PLEC"	"M15"
"PLEK"	"M26"
"PLEKHA1"	"M1"
"PLEKHA2"	"M2"
"PLEKHA3"	"M8"
"PLEKHA3P1"	"M1"
"PLEKHA4"	"M3"
"PLEKHA6"	"M1"
"PLEKHA7"	"M1"
"PLEKHA8"	"M1"
"PLEKHA8P1"	"M1"
"PLEKHB1"	"M1"
"PLEKHB2"	"M16"
"PLEKHD1"	"M6"
"PLEKHF1"	"M30"
"PLEKHF2"	"M8"
"PLEKHG1"	"M1"
"PLEKHG2"	"M18"
"PLEKHG3"	"M1"
"PLEKHG4"	"M5"
"PLEKHG4B"	"M18"
"PLEKHG5"	"M1"
"PLEKHG6"	"M2"
"PLEKHH1"	"M1"
"PLEKHH2"	"M1"
"PLEKHH3"	"M5"
"PLEKHJ1"	"M5"
"PLEKHM1"	"M12"
"PLEKHM1P1"	"M12"
"PLEKHM2"	"M6"
"PLEKHO1"	"M11"
"PLEKHO2"	"M3"
"PLEKHS1"	"M14"
"PLG"	"M20"
"PLGLB1"	"M3"
"PLGLB2"	"M1"
"PLGRKT"	"M7"
"PLIN1"	"M20"
"PLIN2"	"M9"
"PLIN3"	"M1"
"PLIN4"	"M2"
"PLIN5"	"M2"
"PLK1"	"M1"
"PLK2"	"M8"
"PLK3"	"M5"
"PLK4"	"M9"
"PLK5"	"M1"
"PLN"	"M5"
"PLOD1"	"M13"
"PLOD2"	"M1"
"PLPBP"	"M4"
"PLPP1"	"M1"
"PLPP2"	"M1"
"PLPP3"	"M9"
"PLPP4"	"M1"
"PLPP5"	"M25"
"PLPP6"	"M15"
"PLPP7"	"M13"
"PLPPR1"	"M1"
"PLPPR2"	"M13"
"PLPPR3"	"M14"
"PLPPR4"	"M21"
"PLPPR5"	"M21"
"PLRG1"	"M7"
"PLS1"	"M18"
"PLS1-AS1"	"M9"
"PLSCR1"	"M1"
"PLSCR2"	"M1"
"PLSCR3"	"M14"
"PLSCR4"	"M9"
"PLSCR5"	"M1"
"PLTP"	"M1"
"PLVAP"	"M9"
"PLXDC1"	"M1"
"PLXDC2"	"M1"
"PLXNA1"	"M13"
"PLXNA2"	"M1"
"PLXNA4"	"M21"
"PLXNB1"	"M12"
"PLXNB2"	"M18"
"PLXNC1"	"M1"
"PLXND1"	"M1"
"PM20D1"	"M1"
"PMAIP1"	"M9"
"PMCH"	"M1"
"PMCHL1"	"M2"
"PMCHL2"	"M2"
"PMEL"	"M17"
"PMEPA1"	"M15"
"PMF1"	"M4"
"PMF1-BGLAP"	"M3"
"PMFBP1"	"M1"
"PML"	"M18"
"PMM1"	"M3"
"PMM2"	"M11"
"PMP2"	"M1"
"PMP22"	"M9"
"PMPCA"	"M1"
"PMPCB"	"M8"
"PMS2P1"	"M17"
"PMS2P10"	"M17"
"PMS2P11"	"M3"
"PMS2P12"	"M3"
"PMS2P2"	"M2"
"PMS2P5"	"M1"
"PMS2P6"	"M9"
"PMS2P7"	"M2"
"PMS2P8"	"M2"
"PMS2P9"	"M7"
"PMVK"	"M3"
"PNISR"	"M2"
"PNKD"	"M13"
"PNKP"	"M5"
"PNLDC1"	"M2"
"PNLIPP1"	"M6"
"PNLIPRP1"	"M1"
"PNMA1"	"M4"
"PNMA2"	"M13"
"PNMA8A"	"M13"
"PNMA8B"	"M13"
"PNMA8C"	"M16"
"PNMT"	"M5"
"PNN"	"M2"
"PNOC"	"M1"
"PNP"	"M19"
"PNPLA1"	"M2"
"PNPLA2"	"M5"
"PNPLA3"	"M1"
"PNPLA5"	"M2"
"PNPLA6"	"M15"
"PNPLA7"	"M7"
"PNPLA8"	"M2"
"PNPO"	"M13"
"PNPT1P1"	"M1"
"PNRC1"	"M8"
"PNRC1-DT"	"M3"
"PNRC2"	"M8"
"POC1A"	"M1"
"POC1B"	"M13"
"POC1B-AS1"	"M1"
"POC1B-GALNT4"	"M1"
"POC5"	"M5"
"PODN"	"M1"
"PODNL1"	"M24"
"PODXL"	"M22"
"PODXL2"	"M4"
"POFUT2"	"M3"
"POGK"	"M1"
"POGLUT2"	"M7"
"POGLUT3"	"M7"
"POGZ"	"M10"
"POLA2"	"M11"
"POLB"	"M1"
"POLD1"	"M9"
"POLD2"	"M14"
"POLD3"	"M11"
"POLD4"	"M5"
"POLDIP2"	"M4"
"POLDIP3"	"M6"
"POLE"	"M23"
"POLE2"	"M23"
"POLE3"	"M6"
"POLE4"	"M3"
"POLG"	"M5"
"POLG-DT"	"M27"
"POLH"	"M1"
"POLH-AS1"	"M6"
"POLI"	"M1"
"POLK"	"M2"
"POLL"	"M5"
"POLM"	"M18"
"POLN"	"M1"
"POLQ"	"M9"
"POLR1A"	"M10"
"POLR1D"	"M4"
"POLR1E"	"M4"
"POLR1F"	"M2"
"POLR1G"	"M2"
"POLR1H"	"M3"
"POLR2A"	"M12"
"POLR2B"	"M8"
"POLR2C"	"M3"
"POLR2D"	"M4"
"POLR2E"	"M14"
"POLR2F"	"M4"
"POLR2G"	"M3"
"POLR2I"	"M14"
"POLR2J"	"M6"
"POLR2J2"	"M7"
"POLR2J3"	"M10"
"POLR2J4"	"M10"
"POLR2K"	"M12"
"POLR2KP1"	"M6"
"POLR2L"	"M4"
"POLR2M"	"M2"
"POLR3B"	"M3"
"POLR3C"	"M1"
"POLR3D"	"M6"
"POLR3DP1"	"M7"
"POLR3E"	"M2"
"POLR3G"	"M23"
"POLR3GL"	"M1"
"POLR3H"	"M5"
"POLR3K"	"M10"
"POLRMT"	"M6"
"POLRMTP1"	"M13"
"POM121"	"M10"
"POM121B"	"M10"
"POM121C"	"M10"
"POM121L9P"	"M4"
"POMC"	"M1"
"POMGNT2"	"M14"
"POMK"	"M10"
"POMP"	"M12"
"POMZP3"	"M10"
"PON1"	"M20"
"PON2"	"M9"
"PON3"	"M8"
"POP1"	"M1"
"POP4"	"M8"
"POP5"	"M1"
"POP7"	"M4"
"POPDC2"	"M1"
"POPDC3"	"M1"
"POR"	"M22"
"POSTN"	"M32"
"POT1"	"M12"
"POT1-AS1"	"M3"
"POTEC"	"M3"
"POTEE"	"M1"
"POTEF"	"M1"
"POTEH"	"M6"
"POTEI"	"M4"
"POTEJ"	"M1"
"POTEM"	"Not.Correlated"
"POU2AF1"	"M1"
"POU2F1"	"M3"
"POU2F2"	"M7"
"POU2F3"	"M2"
"POU3F1"	"M21"
"POU3F2"	"M1"
"POU3F3"	"M1"
"POU4F1"	"M1"
"POU4F2"	"M1"
"POU4F3"	"M1"
"POU5F1"	"M17"
"POU5F1B"	"M3"
"POU5F1P5"	"M2"
"POU5F1P6"	"M2"
"POU5F2"	"M29"
"POU6F1"	"M11"
"POU6F2"	"M4"
"PPA1"	"M7"
"PPA2"	"M11"
"PPAN"	"M6"
"PPAN-P2RY11"	"M14"
"PPARA"	"M1"
"PPARD"	"M11"
"PPARG"	"M3"
"PPARGC1A"	"M1"
"PPARGC1B"	"M4"
"PPAT"	"M7"
"PPBP"	"M20"
"PPCDC"	"M12"
"PPCS"	"M12"
"PPDPF"	"M18"
"PPDPFL"	"M17"
"PPEF2"	"M2"
"PPFIA2"	"M21"
"PPFIA2-AS1"	"M6"
"PPFIA3"	"M13"
"PPFIA4"	"M11"
"PPFIBP1"	"M23"
"PPFIBP2"	"M21"
"PPHLN1"	"M11"
"PPIA"	"M4"
"PPIAL4E"	"M1"
"PPIAL4G"	"M4"
"PPIAL4H"	"M1"
"PPIAP10"	"M1"
"PPIAP19"	"M9"
"PPIAP22"	"M3"
"PPIAP30"	"M1"
"PPIAP31"	"M2"
"PPIAP41"	"M3"
"PPIAP43"	"M6"
"PPIAP46"	"M3"
"PPIAP50"	"M1"
"PPIAP53"	"M2"
"PPIAP67"	"M1"
"PPIAP72"	"M2"
"PPIB"	"M14"
"PPIC"	"M1"
"PPID"	"M2"
"PPIEL"	"M2"
"PPIF"	"M9"
"PPIG"	"M2"
"PPIH"	"M1"
"PPIL1"	"M16"
"PPIL4"	"M2"
"PPIL6"	"M2"
"PPIP5K1"	"M8"
"PPL"	"M1"
"PPM1D"	"M25"
"PPM1E"	"M12"
"PPM1F"	"M14"
"PPM1F-AS1"	"M24"
"PPM1G"	"M6"
"PPM1H"	"M1"
"PPM1J"	"M13"
"PPM1K-DT"	"M1"
"PPM1L"	"M1"
"PPM1M"	"M14"
"PPM1N"	"M3"
"PPOX"	"M13"
"PPP1CA"	"M14"
"PPP1CB"	"M7"
"PPP1CC"	"M7"
"PPP1R10"	"M10"
"PPP1R11"	"M6"
"PPP1R12A"	"M2"
"PPP1R12C"	"M18"
"PPP1R13B"	"M1"
"PPP1R13L"	"M19"
"PPP1R14B"	"M4"
"PPP1R14BP3"	"M11"
"PPP1R14C"	"M1"
"PPP1R15A"	"M6"
"PPP1R15B"	"M7"
"PPP1R16A"	"M5"
"PPP1R16B"	"M1"
"PPP1R17"	"M9"
"PPP1R18"	"M6"
"PPP1R1A"	"M25"
"PPP1R1B"	"M1"
"PPP1R1C"	"M3"
"PPP1R2"	"M17"
"PPP1R21-DT"	"M2"
"PPP1R26"	"M14"
"PPP1R26-AS1"	"M1"
"PPP1R32"	"M12"
"PPP1R35"	"M14"
"PPP1R36"	"M3"
"PPP1R37"	"M5"
"PPP1R3B"	"M1"
"PPP1R3C"	"M16"
"PPP1R3D"	"M16"
"PPP1R3E"	"M3"
"PPP1R3G"	"M3"
"PPP1R42"	"M1"
"PPP1R8"	"M6"
"PPP1R8P1"	"M1"
"PPP1R9B"	"M6"
"PPP2CA"	"M7"
"PPP2R1A"	"M4"
"PPP2R1B"	"M1"
"PPP2R2A"	"M2"
"PPP2R2B"	"M2"
"PPP2R2B-IT1"	"M1"
"PPP2R2C"	"M25"
"PPP2R3C"	"M7"
"PPP2R5A"	"M1"
"PPP2R5B"	"M13"
"PPP2R5D"	"M29"
"PPP2R5E"	"M11"
"PPP3CA"	"M24"
"PPP3CB-AS1"	"M2"
"PPP3CC"	"M17"
"PPP3R1"	"M17"
"PPP3R2"	"M1"
"PPP4C"	"M5"
"PPP4R1-AS1"	"M3"
"PPP4R1L"	"M23"
"PPP4R2"	"M7"
"PPP4R3B"	"M8"
"PPP4R3B-DT"	"M3"
"PPP4R4"	"M1"
"PPP5C"	"M22"
"PPP6C"	"M7"
"PPP6R1"	"M2"
"PPP6R2"	"M5"
"PPT1"	"M6"
"PPT2"	"M3"
"PPT2-EGFL8"	"M2"
"PRADC1"	"M3"
"PRAG1"	"M11"
"PRAL"	"M6"
"PRAM1"	"M12"
"PRAMEF1"	"M1"
"PRAMEF18"	"M2"
"PRANCR"	"M1"
"PRAP1"	"M20"
"PRB2"	"M1"
"PRC1"	"M1"
"PRC1-AS1"	"M3"
"PRCC"	"M10"
"PRCD"	"M13"
"PRCP"	"M1"
"PRDM1"	"M26"
"PRDM10"	"M10"
"PRDM11"	"M13"
"PRDM12"	"M1"
"PRDM13"	"M32"
"PRDM14"	"M4"
"PRDM15"	"M10"
"PRDM16"	"M23"
"PRDM16-DT"	"M1"
"PRDM4"	"M2"
"PRDM5"	"M3"
"PRDM6"	"M31"
"PRDM7"	"M3"
"PRDM8"	"M1"
"PRDM9"	"M3"
"PRDX1"	"M4"
"PRDX2"	"M14"
"PRDX2P3"	"M2"
"PRDX3"	"M7"
"PRDX5"	"M4"
"PRDX6"	"M4"
"PRDX6-AS1"	"M8"
"PREB"	"M14"
"PRELID1"	"M6"
"PRELID1P1"	"M1"
"PRELID1P4"	"M12"
"PRELID2"	"M9"
"PRELID3A"	"M1"
"PRELID3B"	"M8"
"PRELP"	"M12"
"PREPL"	"M23"
"PREX1"	"M9"
"PREX2"	"M1"
"PRF1"	"M26"
"PRG2"	"M19"
"PRG4"	"M20"
"PRH1"	"M29"
"PRH2"	"M2"
"PRICKLE1"	"M6"
"PRICKLE2"	"M3"
"PRICKLE2-AS3"	"M14"
"PRICKLE4"	"M2"
"PRIM1"	"M8"
"PRIM2"	"M25"
"PRIMA1"	"M1"
"PRIMPOL"	"M1"
"PRKAA2"	"M16"
"PRKAB2"	"M12"
"PRKACA"	"M1"
"PRKACB"	"M8"
"PRKACB-DT"	"M7"
"PRKAG2"	"M1"
"PRKAG2-AS1"	"M3"
"PRKAR1A"	"M17"
"PRKAR1AP1"	"M11"
"PRKAR1B"	"M13"
"PRKAR2A"	"M22"
"PRKAR2B-AS1"	"M29"
"PRKCB"	"M25"
"PRKCD"	"M1"
"PRKCE"	"M1"
"PRKCG"	"M15"
"PRKCH"	"M4"
"PRKCQ"	"M1"
"PRKCSH"	"M6"
"PRKCZ"	"M22"
"PRKCZ-AS1"	"M18"
"PRKD1"	"M1"
"PRKD2"	"M5"
"PRKD3"	"M9"
"PRKG1"	"M1"
"PRKG1-AS1"	"M24"
"PRKG2"	"M1"
"PRKN"	"M1"
"PRKXP1"	"M1"
"PRL"	"M1"
"PRLHR"	"M1"
"PRLR"	"M1"
"PRMT1"	"M6"
"PRMT5"	"M6"
"PRMT6"	"M16"
"PRMT8"	"M1"
"PRMT9"	"M1"
"PRND"	"M1"
"PRNP"	"M23"
"PROB1"	"M13"
"PROC"	"M20"
"PROCA1"	"M7"
"PROCR"	"M14"
"PRODH"	"M1"
"PROK1"	"M26"
"PROK2"	"M1"
"PROKR1"	"M4"
"PROKR2"	"M21"
"PROM1"	"M1"
"PROM2"	"M18"
"PRORSD1P"	"M1"
"PROS1"	"M1"
"PROSER1"	"M15"
"PROSER2"	"M9"
"PROSER2-AS1"	"M10"
"PROSER3"	"M7"
"PROX1"	"M1"
"PROX1-AS1"	"M1"
"PROX2"	"M1"
"PRPF18"	"M2"
"PRPF19"	"M1"
"PRPF31"	"M6"
"PRPF38A"	"M2"
"PRPF38B"	"M2"
"PRPF39"	"M2"
"PRPF40A"	"M11"
"PRPF6"	"M6"
"PRPF8"	"M11"
"PRPH"	"M1"
"PRPH2"	"M1"
"PRPSAP2"	"M7"
"PRR11"	"M1"
"PRR12"	"M18"
"PRR13"	"M1"
"PRR13P2"	"M2"
"PRR14"	"M10"
"PRR15"	"M26"
"PRR16"	"M23"
"PRR18"	"M1"
"PRR19"	"M5"
"PRR22"	"M5"
"PRR23C"	"M2"
"PRR27"	"M2"
"PRR29"	"M33"
"PRR29-AS1"	"M1"
"PRR3"	"M2"
"PRR34-AS1"	"M1"
"PRR36"	"M10"
"PRR5"	"M13"
"PRR5-ARHGAP8"	"M13"
"PRR5L"	"M1"
"PRR7"	"M13"
"PRR7-AS1"	"M1"
"PRRC1"	"M8"
"PRRC2A"	"M18"
"PRRC2C"	"M3"
"PRRG2"	"M1"
"PRRT1"	"M22"
"PRRT2"	"M10"
"PRRT3"	"M25"
"PRRT3-AS1"	"M1"
"PRRT4"	"M13"
"PRRX1"	"M2"
"PRSS12"	"M1"
"PRSS16"	"M19"
"PRSS23"	"M1"
"PRSS27"	"M5"
"PRSS3"	"M1"
"PRSS30P"	"M1"
"PRSS35"	"M8"
"PRSS36"	"M13"
"PRSS40A"	"M2"
"PRSS42P"	"M2"
"PRSS44P"	"M2"
"PRSS45P"	"M2"
"PRSS46P"	"M8"
"PRSS53"	"M2"
"PRSS55"	"M2"
"PRSS56"	"M1"
"PRSS8"	"M2"
"PRTFDC1"	"M1"
"PRTG"	"M1"
"PRUNE1"	"M29"
"PRUNE2"	"M1"
"PRX"	"M2"
"PRXL2A"	"M4"
"PRXL2B"	"M15"
"PSAP"	"M13"
"PSAT1"	"M3"
"PSCA"	"M3"
"PSD"	"M13"
"PSD2"	"M13"
"PSD3"	"M8"
"PSD4"	"M26"
"PSEN1"	"M1"
"PSEN2"	"M1"
"PSENEN"	"M3"
"PSG1"	"M19"
"PSG11"	"M19"
"PSG2"	"M10"
"PSG3"	"M19"
"PSG4"	"M19"
"PSG5"	"M19"
"PSG6"	"M19"
"PSG7"	"M19"
"PSG8"	"M19"
"PSG8-AS1"	"M7"
"PSG9"	"M19"
"PSIP1"	"M2"
"PSKH1"	"M17"
"PSMA1"	"M7"
"PSMA2"	"M7"
"PSMA3"	"M10"
"PSMA4"	"M12"
"PSMA5"	"M10"
"PSMA6"	"M4"
"PSMA7"	"M3"
"PSMB1"	"M7"
"PSMB10"	"M5"
"PSMB2"	"M2"
"PSMB3"	"M4"
"PSMB4"	"M4"
"PSMB5"	"M3"
"PSMB6"	"M4"
"PSMB7"	"M4"
"PSMB8"	"M1"
"PSMB8-AS1"	"M9"
"PSMB9"	"M1"
"PSMC1"	"M2"
"PSMC1P1"	"M3"
"PSMC1P13"	"M1"
"PSMC2P2"	"M14"
"PSMC3"	"M4"
"PSMC3IP"	"M6"
"PSMC4"	"M14"
"PSMD10P2"	"M2"
"PSMD12"	"M2"
"PSMD13"	"M3"
"PSMD14"	"M7"
"PSMD3"	"M14"
"PSMD4"	"M4"
"PSMD6"	"M7"
"PSMD6-AS1"	"M5"
"PSMD6-AS2"	"M3"
"PSMD7"	"M2"
"PSMD8"	"M6"
"PSMD9"	"M5"
"PSME1"	"M1"
"PSME2"	"M14"
"PSME2P5"	"M3"
"PSME3IP1"	"M8"
"PSME4"	"M7"
"PSMF1"	"M22"
"PSMG1"	"M1"
"PSMG2"	"M7"
"PSMG3"	"M3"
"PSMG3-AS1"	"M2"
"PSORS1C1"	"M26"
"PSPC1P1"	"M6"
"PSPH"	"M3"
"PSPHP1"	"M3"
"PSPN"	"M3"
"PSRC1"	"M1"
"PSTK"	"M1"
"PSTPIP1"	"M26"
"PSTPIP2"	"M3"
"PTAFR"	"M3"
"PTAR1"	"M7"
"PTBP1"	"M9"
"PTBP2"	"M11"
"PTBP3"	"M1"
"PTCD1"	"M14"
"PTCH1"	"M1"
"PTCH2"	"M15"
"PTCHD4"	"M1"
"PTCSC3"	"M6"
"PTDSS1"	"M4"
"PTDSS2"	"M5"
"PTEN"	"M2"
"PTENP1"	"M2"
"PTENP1-AS"	"M11"
"PTER"	"M9"
"PTF1A"	"M32"
"PTGDR2"	"M1"
"PTGDS"	"M1"
"PTGER2"	"M1"
"PTGER3"	"M1"
"PTGER4"	"M1"
"PTGES"	"M2"
"PTGES2"	"M13"
"PTGES3"	"M7"
"PTGES3L"	"M8"
"PTGES3L-AARSD1"	"M1"
"PTGES3P2"	"M2"
"PTGFR"	"M16"
"PTGFRN"	"M4"
"PTGIR"	"M24"
"PTGIS"	"M15"
"PTGR2"	"M1"
"PTGS1"	"M20"
"PTGS2"	"M1"
"PTH1R"	"M1"
"PTH2R"	"M21"
"PTHLH"	"M1"
"PTK2B"	"M1"
"PTK6"	"M6"
"PTMA"	"M8"
"PTMAP1"	"M10"
"PTMS"	"M6"
"PTN"	"M2"
"PTOV1"	"M5"
"PTOV1-AS2"	"M18"
"PTP4A1"	"M8"
"PTP4A1P3"	"M1"
"PTP4A1P6"	"M1"
"PTP4A2"	"M2"
"PTP4A3"	"M14"
"PTPA"	"M3"
"PTPMT1"	"M29"
"PTPN1"	"M1"
"PTPN12"	"M1"
"PTPN13"	"M1"
"PTPN14"	"M1"
"PTPN18"	"M3"
"PTPN2"	"M21"
"PTPN20"	"M1"
"PTPN20CP"	"M1"
"PTPN22"	"M3"
"PTPN23"	"M5"
"PTPN3"	"M6"
"PTPN4"	"M8"
"PTPN5"	"M1"
"PTPN6"	"M30"
"PTPRA"	"M17"
"PTPRB"	"M1"
"PTPRC"	"M3"
"PTPRD"	"M1"
"PTPRD-AS1"	"M2"
"PTPRD-AS2"	"M3"
"PTPRE"	"M1"
"PTPRF"	"M13"
"PTPRG"	"M1"
"PTPRG-AS1"	"M9"
"PTPRH"	"M1"
"PTPRJ"	"M1"
"PTPRK"	"M21"
"PTPRM"	"M1"
"PTPRN"	"M25"
"PTPRN2"	"M13"
"PTPRO"	"M21"
"PTPRQ"	"M1"
"PTPRR"	"M1"
"PTPRS"	"M18"
"PTPRT"	"M1"
"PTPRU"	"M5"
"PTPRVP"	"M8"
"PTPRZ1"	"M8"
"PTRH1"	"M3"
"PTRHD1"	"M6"
"PTS"	"M11"
"PTTG1"	"M11"
"PTTG2"	"M1"
"PTX3"	"M4"
"PUF60"	"M5"
"PUM1"	"M11"
"PUM2"	"M1"
"PURA"	"M12"
"PURB"	"M7"
"PURG"	"M10"
"PURPL"	"M17"
"PUS1"	"M17"
"PUS10"	"M1"
"PUS3"	"M8"
"PUS7"	"M1"
"PUS7L"	"M2"
"PUSL1"	"M5"
"PVALB"	"M1"
"PVR"	"M22"
"PVRIG"	"M2"
"PVRIG2P"	"M6"
"PVT1"	"M2"
"PWAR1"	"M9"
"PWAR5"	"M16"
"PWP2"	"M1"
"PWRN1"	"M1"
"PWRN4"	"M1"
"PWWP2A"	"M10"
"PWWP2AP1"	"M21"
"PWWP2B"	"M13"
"PXDC1"	"M3"
"PXDN"	"M3"
"PXDNL"	"M3"
"PXMP2"	"M4"
"PXMP4"	"M3"
"PXN"	"M7"
"PXN-AS1"	"M5"
"PYCARD"	"M30"
"PYCR1"	"M14"
"PYCR2"	"M5"
"PYCR3"	"M5"
"PYDC1"	"M1"
"PYGB"	"M13"
"PYGL"	"M20"
"PYGM"	"M2"
"PYGO1"	"M2"
"PYGO2"	"M3"
"PYHIN1"	"M4"
"PYM1"	"M3"
"PYROXD1"	"M12"
"PYROXD2"	"M9"
"PYURF"	"M7"
"PYY2"	"M13"
"PZP"	"M3"
"QARS1"	"M4"
"QDPR"	"M1"
"QKI"	"M9"
"QPCT"	"M1"
"QPCTL"	"M2"
"QPRT"	"M2"
"QRFPR"	"M1"
"QRICH1"	"M6"
"QRICH2"	"M2"
"QSER1"	"M11"
"QSOX1"	"M5"
"QSOX2"	"M5"
"QTRT1"	"M5"
"R3HCC1"	"M6"
"R3HDM1"	"M3"
"R3HDM2"	"M3"
"R3HDM4"	"M3"
"R3HDML"	"M2"
"RAB10"	"M2"
"RAB11A"	"M12"
"RAB11B"	"M5"
"RAB11B-AS1"	"M2"
"RAB11FIP1"	"M1"
"RAB11FIP2"	"M2"
"RAB11FIP3"	"M12"
"RAB11FIP4"	"M22"
"RAB11FIP5"	"M14"
"RAB12"	"M8"
"RAB13"	"M11"
"RAB14"	"M2"
"RAB15"	"M25"
"RAB17"	"M1"
"RAB18"	"M17"
"RAB1A"	"M7"
"RAB1B"	"M6"
"RAB20"	"M3"
"RAB23"	"M8"
"RAB24"	"M13"
"RAB25"	"M19"
